ID,Name,Gene Name,GenBank Protein ID,GenBank Gene ID,UniProt ID,Uniprot Title,PDB ID,GeneCard ID,GenAtlas ID,HGNC ID,Species,Drug IDs
776,Farnesyl pyrophosphate synthase,FDPS,182399.0,J05262,P14324,FPPS_HUMAN,1YQ7; 1YV5; 1ZW5; 2F7M; 2F89; 2F8C; 2F8Z; 2F92; 2F94; 2F9K; 2OPM; 2OPN; 2QIS; 2RAH; 2VF6; 3B7L; 3CP6; 3N1V; 3N1W; 3N3L; 3N45; 3N46; 3N49; 3N5H; 3N5J; 3N6K; 3RYE; 3S4J; 4DEM; 4GA3; 4H5C; 4H5D; 4H5E; 4JVJ; 4KFA; 4KPD; 4KPJ; 4KQ5; 4KQS; 4KQU; 4L2X; 4LFV; 4LPG; 4LPH; 4N1Z; 4N9U; 4NFI; 4NFJ; 4NFK; 4NG6; 4NKE; 4NKF; 4NUA; 4OGU; 4P0V; 4P0W; 4P0X; 4PVX; 4PVY; 4Q23; 4QPF; 4QXS; 4RXA; 4XQR; 4XQS; 4XQT; 5CG5; 5CG6; 5DGM; 5DGN; 5DGS; 5DIQ; 5DJP; 5DJR; 5DJV; 5JA0; 5JUZ; 5JV0; 5JV1; 5JV2; 5KSX; 5YGI; 6N7Y; 6N7Z; 6N82; 6N83; 6OAG; 6OAH,FDPS,FDPS,HGNC:3631,Humans,DB00282; DB00399; DB00630; DB00710; DB00884; DB01785; DB02508; DB02552; DB04160; DB04714; DB04960; DB06255; DB06548; DB06830; DB07404; DB07409; DB07410; DB07426; DB07780; DB07841; DB07873; DB08180; DB11620; DB20475
780,"Malate dehydrogenase, mitochondrial",MDH2,2906146.0,AF047470,P40926,MDHM_HUMAN,2DFD; 4WLE; 4WLF; 4WLN; 4WLO; 4WLU; 4WLV,MDH2,MDH2,HGNC:6971,Humans,DB00157; DB04272; DB09092
783,Nicotinamide N-methyltransferase,NNMT,494989.0,U08021,P40261,NNMT_HUMAN,2IIP; 3ROD; 5YJF; 6CHH; 6ORR; 6PVE; 6PVS; 7BKG; 7BLE; 7EGU; 7EHZ; 7EI2; 7ET7; 7EU5; 7NBJ; 7NBM; 7NBQ; 7RKK; 7RKL; 7SOK; 7WMC; 7WMT; 9ATV,NNMT,NNMT,HGNC:7861,Humans,DB00627
807,Glutathione S-transferase Mu 1,GSTM1,31924.0,X08020,P09488,GSTM1_HUMAN,1GTU; 1XW6; 1XWK; 1YJ6; 2F3M; 7BEU; 8VOU,GSTM1,GSTM1,HGNC:4632,Humans,DB00143; DB00608; DB01834; DB02165; DB02458; DB03314; DB04187
808,Glutathione S-transferase kappa 1,GSTK1,41351794.0,AY520571,Q9Y2Q3,GSTK1_HUMAN,1YZX; 3RPN; 3RPP,GSTK1,GSTK1,HGNC:16906,Humans,DB00143; DB04700
809,Glutathione S-transferase A3,GSTA3,951352.0,L13275,Q16772,GSTA3_HUMAN,1TDI; 2VCV,GSTA3,GSTA3,HGNC:4628,Humans,DB00143; DB04521
810,Glutathione S-transferase Mu 3,GSTM3,306820.0,J05459,P21266,GSTM3_HUMAN,3GTU,GSTM3,GSTM3,HGNC:4635,Humans,DB00143
811,Glutathione S-transferase A4,GSTA4,2597924.0,Y13047,O15217,GSTA4_HUMAN,1GUL; 1GUM; 3IK7,GSTA4,GSTA4,HGNC:4629,Humans,DB00143
812,Glutathione S-transferase Mu 4,GSTM4,306819.0,M96234,Q03013,GSTM4_HUMAN,4GTU,GSTM4,GSTM4,HGNC:4636,Humans,DB00143; DB03003; DB03032; DB03597; DB03706; DB04132
814,Glutathione S-transferase P,GSTP1,31946.0,M24485,P09211,GSTP1_HUMAN,10GS; 11GS; 12GS; 13GS; 14GS; 16GS; 17GS; 18GS; 19GS; 1AQV; 1AQW; 1AQX; 1EOG; 1EOH; 1GSS; 1KBN; 1LBK; 1MD3; 1MD4; 1PGT; 1PX6; 1PX7; 1ZGN; 20GS; 22GS; 2A2R; 2A2S; 2GSS; 2J9H; 2PGT; 3CSH; 3CSI; 3CSJ; 3DD3; 3DGQ; 3GSS; 3GUS; 3HJM; 3HJO; 3HKR; 3IE3; 3KM6; 3KMN; 3KMO; 3N9J; 3PGT; 4GSS; 4PGT; 5DAK; 5DAL; 5DCG; 5DDL; 5DJL; 5DJM; 5GSS; 5J41; 5JCW; 5L6X; 5X79; 6AP9; 6GSS; 6LLX; 6Y1E; 7BIA; 7GSS; 7XBA; 8GSS; 9GSS,GSTP1,GSTP1,HGNC:4638,Humans,DB00143; DB00197; DB00363; DB00903; DB01242; DB01834; DB01915; DB02633; DB03003; DB03619; DB03686; DB03814; DB04132; DB04972; DB05460; DB06246; DB07849; DB08370; DB11672; DB11831; DB13014; DB14635
815,Glutathione S-transferase omega-1,GSTO1,2393722.0,U90313,P78417,GSTO1_HUMAN,1EEM; 3LFL; 3VLN; 4IS0; 4YQM; 4YQU; 4YQV; 5UEH; 5V3Q; 5YVN; 5YVO; 6MHB; 6MHC; 6MHD; 6PNM; 6PNN; 6PNO,GSTO1,GSTO1,HGNC:13312,Humans,DB00143
816,Glutathione peroxidase 1,GPX1,577777.0,Y00433,P07203,GPX1_HUMAN,2F8A,GPX1,GPX1,HGNC:4553,Humans,DB00143; DB09061; DB14009; DB14011
817,Glutathione peroxidase 2,GPX2,4902773.0,X53463,P18283,GPX2_HUMAN,2HE3,GPX2,GPX2,HGNC:4554,Humans,DB00143
818,Glutathione S-transferase theta-1,GSTT1,510905.0,X79389,P30711,GSTT1_HUMAN,2C3N; 2C3Q; 2C3T,GSTT1,GSTT1,HGNC:4641,Humans,DB00143
820,Epididymal secretory glutathione peroxidase,GPX5,3288455.0,AJ005277,O75715,GPX5_HUMAN,2I3Y,GPX5,GPX5,HGNC:4557,Humans,DB00143
821,Glutathione peroxidase 3,GPX3,2160390.0,D00632,P22352,GPX3_HUMAN,2R37,GPX3,GPX3,HGNC:4555,Humans,DB00143
823,Delta-1-pyrroline-5-carboxylate synthase,ALDH18A1,1304314.0,X94453,P54886,P5CS_HUMAN,2H5G,ALDH18A1,ALDH18A1,HGNC:9722,Humans,DB00142
838,Proto-oncogene tyrosine-protein kinase Src,SRC,10635153.0,AL133293,P12931,SRC_HUMAN,1A07; 1A08; 1A09; 1A1A; 1A1B; 1A1C; 1A1E; 1FMK; 1HCS; 1HCT; 1KSW; 1O41; 1O42; 1O43; 1O44; 1O45; 1O46; 1O47; 1O48; 1O49; 1O4A; 1O4B; 1O4C; 1O4D; 1O4E; 1O4F; 1O4G; 1O4H; 1O4I; 1O4J; 1O4K; 1O4L; 1O4M; 1O4N; 1O4O; 1O4P; 1O4Q; 1O4R; 1SHD; 1Y57; 1YI6; 1YOJ; 1YOL; 1YOM; 2BDF; 2BDJ; 2H8H; 2SRC; 3VRO; 3ZMP; 3ZMQ; 4F59; 4F5A; 4F5B; 4HXJ; 4K11; 4MXO; 4MXX; 4MXY; 4MXZ; 6ATE; 6C4S; 6E6E; 6EHJ; 7NG7; 7OTE; 7T1U; 7YQE; 8GWH; 8HAQ; 8JF3; 8JN8; 8JN9; 8VCF; 8VCG,SRC,SRC,HGNC:11283,Humans,DB01254; DB01678; DB01830; DB01866; DB01893; DB01908; DB01915; DB01947; DB01962; DB02175; DB02336; DB02432; DB02567; DB02762; DB02908; DB03023; DB03078; DB03104; DB03114; DB03217; DB03268; DB03298; DB03306; DB03525; DB03591; DB03628; DB03712; DB03828; DB03902; DB04080; DB04272; DB04495; DB04739; DB04751; DB05184; DB06137; DB06616; DB06882; DB06883; DB07335; DB07662; DB07966; DB08039; DB08052; DB08053; DB08054; DB08192; DB08339; DB08454; DB08462; DB08564; DB08901; DB09079; DB11526; DB11805; DB11832; DB11885; DB12010; DB17041; DB17180; DB18918
839,Tyrosine-protein kinase Fyn,FYN,338228.0,M14333,P06241,FYN_HUMAN,1A0N; 1AOT; 1AOU; 1AVZ; 1AZG; 1EFN; 1FYN; 1G83; 1M27; 1NYF; 1NYG; 1SHF; 1ZBJ; 2DQ7; 2MQI; 2MRJ; 2MRK; 3H0F; 3H0H; 3H0I; 3UA6; 3UA7; 4D8D; 4EIK; 4U17; 4U1P; 4ZNX; 5ZAU; 6EDF; 6IPY; 6IPZ; 7A2J; 7A2K; 7A2L; 7A2M; 7A2N; 7A2O; 7A2P; 7A2Q; 7A2R; 7A2S; 7A2T; 7A2U; 7A2V; 7A2W; 7A2X; 7A2Y; 7A2Z; 7UD6; 8KDX,FYN,FYN,HGNC:4037,Humans,DB01254; DB02078; DB12010; DB16656
840,Tyrosine-protein kinase Yes,YES1,181268.0,M15990,P07947,YES_HUMAN,2HDA,YES1,YES1,HGNC:12841,Humans,DB01254; DB12010
842,Tyrosine-protein kinase Lck,LCK,36808.0,X05027,P06239,LCK_HUMAN,1BHF; 1BHH; 1CWD; 1CWE; 1FBZ; 1H92; 1IJR; 1KIK; 1LCJ; 1LCK; 1LKK; 1LKL; 1Q68; 1Q69; 1QPC; 1QPD; 1QPE; 1QPJ; 1X27; 2IIM; 2OF2; 2OF4; 2OFU; 2OFV; 2OG8; 2PL0; 2ZM1; 2ZM4; 2ZYB; 3AC1; 3AC2; 3AC3; 3AC4; 3AC5; 3AC8; 3ACJ; 3ACK; 3AD4; 3AD5; 3AD6; 3B2W; 3BRH; 3BYM; 3BYO; 3BYS; 3BYU; 3KMM; 3KXZ; 3LCK; 3MPM; 4C3F; 4D8K; 5MTM; 5MTN; 6H6A; 6PDJ; 8X2P,LCK,LCK,HGNC:6524,Humans,DB01254; DB01830; DB02010; DB02567; DB03023; DB03777; DB04003; DB04395; DB04462; DB06925; DB07146; DB07297; DB08039; DB08055; DB08056; DB08057; DB08339; DB08901; DB09079; DB12010; DB12429; DB15035; DB16656; DB16768; DB17041; DB17140; DB19675
845,Betaine--homocysteine S-methyltransferase 1,BHMT,1522683.0,U50929,Q93088,BHMT1_HUMAN,1LT7; 1LT8; 4M3P; 8D45,BHMT,BHMT,HGNC:1047,Humans,DB00134; DB02337; DB06756
865,Phenylethanolamine N-methyltransferase,PNMT,190142.0,J03727,P11086,PNMT_HUMAN,1HNN; 1N7I; 1N7J; 1YZ3; 2AN3; 2AN4; 2AN5; 2G70; 2G71; 2G72; 2G8N; 2OBF; 2ONY; 2ONZ; 2OPB; 3HCA; 3HCB; 3HCC; 3HCD; 3HCE; 3HCF; 3KPJ; 3KPU; 3KPV; 3KPW; 3KPY; 3KQM; 3KQO; 3KQP; 3KQQ; 3KQS; 3KQT; 3KQV; 3KQW; 3KQY; 3KR0; 3KR1; 3KR2; 4DM3; 4MIK; 4MQ4; 6WS1; 7TWU; 7TX2,PNMT,PNMT,HGNC:9160,Humans,DB01752; DB03468; DB03824; DB04273; DB07597; DB07739; DB07747; DB07798; DB07906; DB08128; DB08129; DB08550; DB08631; DB08654
869,L-xylulose reductase,DCXR,15425623.0,AB013846,Q7Z4W1,DCXR_HUMAN,1PR9; 1WNT; 3D3W,DCXR,DCXR,HGNC:18985,Humans,DB02831; DB03461
870,Dual specificity mitogen-activated protein kinase kinase 1,MAP2K1,188569.0,L05624,Q02750,MP2K1_HUMAN,1S9J; 2P55; 3DV3; 3DY7; 3E8N; 3EQB; 3EQC; 3EQD; 3EQF; 3EQG; 3EQH; 3EQI; 3MBL; 3ORN; 3OS3; 3PP1; 3SLS; 3V01; 3V04; 3VVH; 3W8Q; 3WIG; 3ZLS; 3ZLW; 3ZLX; 3ZLY; 3ZM4; 4AN2; 4AN3; 4AN9; 4ANB; 4ARK; 4LMN; 4MNE; 4U7Z; 4U80; 4U81; 5BX0; 5EYM; 5HZE; 5YT3; 6NYB; 6PP9; 6Q0J; 6Q0T; 6U2G; 6V2W; 6X2P; 6X2S; 6X2X; 7B3M; 7B7R; 7B94; 7B9L; 7F2X; 7M0T; 7M0U; 7M0V; 7M0W; 7M0X; 7M0Y; 7M0Z; 7MFD; 7PQV; 7UMB; 7XLP; 7XNC; 8CHF; 8DGS; 8DGT; 8YP4; 9AXA; 9AXC; 9AXH; 9AXM; 9AXX; 9AXY; 9AY7; 9AYA,MAP2K1,MAP2K1,HGNC:6840,Humans,DB02152; DB03115; DB04367; DB04462; DB05239; DB06616; DB06892; DB07046; DB07101; DB07340; DB08130; DB08208; DB08911; DB11689; DB11967; DB15254; DB17042
871,Protein-tyrosine kinase 2-beta,PTK2B,988305.0,U33284,Q14289,FAK2_HUMAN,2LK4; 3CC6; 3ET7; 3FZO; 3FZP; 3FZR; 3FZS; 3FZT; 3GM1; 3GM2; 3GM3; 3H3C; 3U3F; 4EKU; 4H1J; 4H1M; 4R32; 4XEF; 4XEK; 4XEV; 5TO8; 5TOB; 6LF3; 7PLL; 8XOX; 8YGX,PTK2B,PTK2B,HGNC:9612,Humans,DB01097; DB01645; DB08341; DB12010; DB12130; DB12282
872,Protein kinase C beta type,PRKCB,189969.0,M13975,P05771,KPCB_HUMAN,2I0E; 8SG2,PRKCB,PRKCB1,HGNC:9395,Humans,DB00163; DB01738; DB04098; DB06486; DB08846; DB08862; DB11829; DB12369; DB14001; DB14002; DB20247
874,CTP synthase 1,CTPS1,30293.0,X52142,P17812,PYRG1_HUMAN,2VO1; 5U03; 7MGZ; 7MH0; 7MIF; 7MIG,CTPS1,CTPS,HGNC:2519,Humans,DB00130; DB21004
886,Sulfotransferase 2A1,SULT2A1,306702.0,L20000,Q06520,ST2A1_HUMAN,1EFH; 1J99; 1OV4; 2QP3; 2QP4; 3F3Y; 4IFB,SULT2A1,SULT2A1,HGNC:11458,Humans,DB01812; DB02854; DB04445
889,Glutathione hydrolase 1 proenzyme,GGT1,183138.0,J04131,P19440,GGT1_HUMAN,4GDX; 4GG2; 4Z9O; 4ZBK; 4ZC6; 4ZCG; 5V4Q,GGT1,GGT1,HGNC:4250,Humans,DB00143
890,Cyclin-dependent kinase 5,CDK5,36621.0,X66364,Q00535,CDK5_HUMAN,1H4L; 1UNG; 1UNH; 1UNL; 3O0G; 4AU8; 7VDP; 7VDQ; 7VDR; 7VDS,CDK5,CDK5,HGNC:1774,Humans,DB02052; DB02116; DB02519; DB02733; DB02950; DB03428; DB03496; DB04014; DB07364; DB15442; DB21530
892,DNA (cytosine-5)-methyltransferase 1,DNMT1,1632819.0,X63692,P26358,DNMT1_HUMAN,3EPZ; 3PTA; 3SWR; 4WXX; 4YOC; 4Z96; 4Z97; 5WVO; 5YDR; 6K3A; 6L1F; 6X9I; 6X9J; 6X9K; 7SFC; 7SFD; 7SFE; 7SFF; 7SFG; 7XI9; 7XIB; 8V9U; 8XQC,DNMT1,DNMT1,HGNC:2976,Humans,DB00721; DB00928; DB01035; DB01099; DB01262; DB05668; DB06544; DB11918; DB12116; DB12326; DB16168
895,Urokinase-type plasminogen activator,PLAU,1834524.0,X02419,P00749,UROK_HUMAN,1C5W; 1C5X; 1C5Y; 1C5Z; 1EJN; 1F5K; 1F5L; 1F92; 1FV9; 1GI7; 1GI8; 1GI9; 1GJ7; 1GJ8; 1GJ9; 1GJA; 1GJB; 1GJC; 1GJD; 1KDU; 1LMW; 1O3P; 1O5A; 1O5B; 1O5C; 1OWD; 1OWE; 1OWH; 1OWI; 1OWJ; 1OWK; 1SC8; 1SQA; 1SQO; 1SQT; 1U6Q; 1URK; 1VJ9; 1VJA; 1W0Z; 1W10; 1W11; 1W12; 1W13; 1W14; 2FD6; 2I9A; 2I9B; 2NWN; 2O8T; 2O8U; 2O8W; 2R2W; 2VIN; 2VIO; 2VIP; 2VIQ; 2VIV; 2VIW; 2VNT; 3BT1; 3BT2; 3IG6; 3KGP; 3KHV; 3KID; 3M61; 3MHW; 3MWI; 3OX7; 3OY5; 3OY6; 3PB1; 3QN7; 3U73; 4DVA; 4DW2; 4FU7; 4FU8; 4FU9; 4FUB; 4FUC; 4FUD; 4FUE; 4FUF; 4FUG; 4FUH; 4FUI; 4FUJ; 4GLY; 4H42; 4JK5; 4JK6; 4K24; 4MNV; 4MNW; 4MNX; 4MNY; 4OS1; 4OS2; 4OS4; 4OS5; 4OS6; 4OS7; 4X0W; 4X1N; 4X1P; 4X1Q; 4X1R; 4X1S; 4XSK; 4ZHL; 4ZHM; 4ZKN; 4ZKO; 4ZKR; 4ZKS; 5HGG; 5WXF; 5WXO; 5WXP; 5WXQ; 5WXR; 5WXS; 5WXT; 5XG4; 5YC6; 5YC7; 5Z1C; 5ZA7; 5ZA8; 5ZA9; 5ZAE; 5ZAF; 5ZAG; 5ZAH; 5ZAJ; 5ZC5; 6AG2; 6AG3; 6AG7; 6AG9; 6JYP; 6JYQ; 6L04; 6L05; 6NMB; 6XVD; 7DZD; 7VM4; 7VM5; 7VM6; 7VM7; 7ZRR; 7ZRT,PLAU,PLAU,HGNC:9052,Humans,DB00013; DB00594; DB01725; DB01905; DB01977; DB02287; DB02398; DB02463; DB02473; DB02526; DB02551; DB02705; DB03046; DB03082; DB03127; DB03136; DB03159; DB03476; DB03729; DB03782; DB03865; DB03876; DB04059; DB04172; DB05254; DB05476; DB06679; DB06855; DB06856; DB06857; DB07076; DB07122; DB07129; DB07625; DB07626; DB08072; DB08324; DB08697; DB13052; DB15236
898,"5-aminolevulinate synthase, erythroid-specific, mitochondrial",ALAS2,28586.0,X56352,P22557,HEM0_HUMAN,5QQQ; 5QQR; 5QQS; 5QQT; 5QQU; 5QQV; 5QQW; 5QQX; 5QQY; 5QQZ; 5QR0; 5QR1; 5QR2; 5QR3; 5QR4; 5QR5; 5QR6; 5QR7; 5QR8; 5QR9; 5QRA; 5QRB; 5QRC; 5QRD; 5QRE; 5QT3; 6HRH,ALAS2,ALAS2,HGNC:397,Humans,DB00114; DB00145
906,"Phosphoenolpyruvate carboxykinase, cytosolic [GTP]",PCK1,189945.0,L05144,P35558,PCKGC_HUMAN,1KHB; 1KHE; 1KHF; 1KHG; 1M51; 1NHX; 2GMV,PCK1,PCK1,HGNC:8724,Humans,DB01819; DB02008; DB03267; DB03725
909,Sepiapterin reductase,SPR,338021.0,M76231,P35270,SPRE_HUMAN,1Z6Z; 4HWK; 4J7U; 4J7X; 4XWY; 4Z3K; 6I6C; 6I6F; 6I6P; 6I6T; 6I6V; 6I79; 6USN; 7DSF,SPR,SPR,HGNC:11257,Humans,DB02637; DB03461; DB03886; DB04275
923,Mitogen-activated protein kinase 1,MAPK1,182191.0,M84489,P28482,MK01_HUMAN,1PME; 1TVO; 1WZY; 2OJG; 2OJI; 2OJJ; 2Y9Q; 3D42; 3D44; 3I5Z; 3I60; 3SA0; 3TEI; 3W55; 4FMQ; 4FUX; 4FUY; 4FV0; 4FV1; 4FV2; 4FV3; 4FV4; 4FV5; 4FV6; 4FV7; 4FV8; 4FV9; 4G6N; 4G6O; 4H3P; 4H3Q; 4IZ5; 4IZ7; 4IZA; 4N0S; 4NIF; 4O6E; 4QP1; 4QP2; 4QP3; 4QP4; 4QP6; 4QP7; 4QP8; 4QP9; 4QPA; 4QTA; 4QTE; 4XJ0; 4ZXT; 4ZZM; 4ZZN; 4ZZO; 5AX3; 5BUE; 5BUI; 5BUJ; 5BVD; 5BVE; 5BVF; 5K4I; 5LCJ; 5LCK; 5NGU; 5NHF; 5NHH; 5NHJ; 5NHL; 5NHO; 5NHP; 5NHV; 5V60; 5V61; 5V62; 5WP1; 6D5Y; 6DMG; 6G54; 6G8X; 6G91; 6G92; 6G93; 6G97; 6G9A; 6G9D; 6G9H; 6G9J; 6G9K; 6G9M; 6G9N; 6GDM; 6GDQ; 6GE0; 6GJB; 6GJD; 6NBS; 6OPG; 6OPH; 6OPI; 6Q7K; 6Q7S; 6Q7T; 6QA1; 6QA3; 6QA4; 6QAG; 6QAH; 6QAL; 6QAQ; 6QAW; 6RQ4; 6SLG; 7AUV; 7E73; 7E75; 7NQQ; 7NQW; 7NR3; 7NR5; 7NR8; 7NR9; 7OPM; 7W5O; 7X4U; 7XC1; 8AO2; 8AO3; 8AO4; 8AO5; 8AO6; 8AO7; 8AO8; 8AO9; 8AOA; 8AOB; 8AOC; 8AOD; 8AOE; 8AOF; 8AOG; 8AOH; 8AOI; 8AOJ; 8PSR; 8PST; 8PSW; 8PSY; 8PT0; 8PT1; 8PT3; 8PT5; 8PVU; 8R5F; 8U8J; 8U8K; 8ZJV,MAPK1,MAPK1,HGNC:6871,Humans,DB00361; DB01169; DB02116; DB02482; DB02733; DB03777; DB04338; DB04367; DB04462; DB06195; DB06641; DB06877; DB07010; DB07264; DB07788; DB07794; DB07905; DB08513; DB08521; DB11120; DB12429; DB13930; DB15281; DB18806; DB19676
927,Sulfotransferase 1A1,SULT1A1,179042.0,L10819,P50225,ST1A1_HUMAN,1LS6; 1Z28; 2D06; 3QVU; 3QVV; 3U3J; 3U3K; 3U3M; 3U3O; 3U3R; 4GRA,SULT1A1,SULT1A1,HGNC:11453,Humans,DB01812; DB04417
933,Cytosolic 10-formyltetrahydrofolate dehydrogenase,ALDH1L1,3560541.0,AF052732,O75891,AL1L1_HUMAN,2BW0; 2CFI; 2CQ8; 7YJJ,ALDH1L1,ALDH1L1,HGNC:3978,Humans,DB00116
950,Bifunctional epoxide hydrolase 2,EPHX2,181395.0,L05779,P34913,HYES_HUMAN,1S8O; 1VJ5; 1ZD2; 1ZD3; 1ZD4; 1ZD5; 3ANS; 3ANT; 3I1Y; 3I28; 3KOO; 3OTQ; 3PDC; 3WK4; 3WK5; 3WK6; 3WK7; 3WK8; 3WK9; 3WKA; 3WKB; 3WKC; 3WKD; 3WKE; 4C4X; 4C4Y; 4C4Z; 4HAI; 4J03; 4JNC; 4OCZ; 4OD0; 4X6X; 4X6Y; 4Y2J; 4Y2P; 4Y2Q; 4Y2R; 4Y2S; 4Y2T; 4Y2U; 4Y2V; 4Y2X; 4Y2Y; 5AHX; 5AI0; 5AI4; 5AI5; 5AI6; 5AI8; 5AI9; 5AIA; 5AIB; 5AIC; 5AK3; 5AK4; 5AK5; 5AK6; 5AKE; 5AKG; 5AKH; 5AKI; 5AKJ; 5AKK; 5AKL; 5AKX; 5AKY; 5AKZ; 5ALD; 5ALE; 5ALF; 5ALG; 5ALH; 5ALI; 5ALJ; 5ALK; 5ALL; 5ALM; 5ALN; 5ALO; 5ALP; 5ALQ; 5ALR; 5ALS; 5ALT; 5ALU; 5ALV; 5ALW; 5ALX; 5ALY; 5ALZ; 5AM0; 5AM1; 5AM2; 5AM3; 5AM4; 5AM5; 5FP0; 5MWA; 6AUM; 6I5E; 6I5G; 7EBA; 8QVF; 8QVG; 8QVH; 8QVK; 8QVL; 8QVM; 8QWG; 8QWI; 8ZBL,EPHX2,EPHX2,HGNC:3402,Humans,DB02029; DB03677; DB04213; DB06345; DB07496; DB08256; DB08257; DB08258; DB08259; DB12610
951,Sulfotransferase 1E1,SULT1E1,488283.0,U08098,P49888,ST1E1_HUMAN,1G3M; 1HY3; 4JVL; 4JVM; 4JVN,SULT1E1,SULT1E1,HGNC:11377,Humans,DB01176; DB01812; DB02902; DB03346
955,Phosphatidylinositol 3-kinase regulatory subunit alpha,PIK3R1,,M61906,P27986,P85A_HUMAN,1A0N; 1AZG; 1H9O; 1PBW; 1PHT; 1PIC; 1PKS; 1PKT; 2IUG; 2IUH; 2IUI; 2RD0; 2V1Y; 3HHM; 3HIZ; 3I5R; 3I5S; 4A55; 4JPS; 4L1B; 4L23; 4L2Y; 4OVU; 4OVV; 4WAF; 4YKN; 4ZOP; 5AUL; 5FI4; 5GJI; 5ITD; 5M6U; 5SW8; 5SWG; 5SWO; 5SWP; 5SWR; 5SWT; 5SX8; 5SX9; 5SXA; 5SXB; 5SXC; 5SXD; 5SXE; 5SXF; 5SXI; 5SXJ; 5SXK; 5UBT; 5UK8; 5UKJ; 5UL1; 5VLR; 5XGH; 5XGI; 5XGJ; 6NCT; 6PYR; 6PYU; 7CIO; 7LM2; 7LQ1; 7MYN; 7MYO; 7PG5; 7PG6; 7RNS; 7TZ7; 8AM0; 8DCP; 8DCX; 8DD4; 8DD8; 8GUB; 8H36; 8H37; 8ILR; 8ILS; 8ILV; 8SBC; 8SBJ; 8TDU; 8TGD; 8TS7; 8TS8; 8TS9; 8TSA; 8TSB; 8TSC; 8TSD; 8TU6; 8V8H; 8V8I; 8V8J; 8V8U; 8V8V; 8W9A; 8W9B,PIK3R1,PIK3R1,HGNC:8979,Humans,DB05210; DB06486; DB08059
959,Fatty acid synthase,FASN,1049053.0,U26644,P49327,FAS_HUMAN,1XKT; 2CG5; 2JFD; 2JFK; 2PX6; 3HHD; 3TJM; 4PIV; 4W82; 4W9N; 4Z49; 5C37; 6NNA; 7MHD; 7MHE; 8EYI; 8EYK; 8G7X; 8GKC; 8VF7; 8VG4; 8VLE; 8VLO; 8VLP; 8VM0; 8VM5; 8VM6; 8VM7; 8VMC; 8VMD; 9B7Z; 9B80; 9MJ9,FASN,FASN,HGNC:3594,Humans,DB01034; DB01083; DB07795; DB12116; DB15334; DB16770; DB17576
964,Spermine synthase,SMS,791051.0,Z49099,P52788,SPSY_HUMAN,3C6K; 3C6M,SMS,SMS,HGNC:11123,Humans,DB00127
980,Tyrosine-protein phosphatase non-receptor type 4,PTPN4,190748.0,M68941,P29074,PTN4_HUMAN,2CS5; 2I75; 2VPH; 3NFK; 3NFL; 5EYZ; 5EZ0; 7VZE,PTPN4,PTPN4,HGNC:9656,Humans,DB00630
983,Inositol monophosphatase 2,IMPA2,2406666.0,AF014398,O14732,IMPA2_HUMAN,2CZH; 2CZI; 2CZK; 2DDK; 2FVZ,IMPA2,IMPA2,HGNC:6051,Humans,DB01356; DB14507; DB14508; DB14509
987,Thiopurine S-methyltransferase,TPMT,386420.0,S62904,P51580,TPMT_HUMAN,2BZG; 2H11,TPMT,TPMT,HGNC:12014,Humans,DB01250
